,CustomerID,Recency,Frequency,Monetary_Value,0
79,12444.0,162,5,3926.7,0
80,12445.0,1,1,17.4,0
81,12446.0,54,1,949.56,0
82,12447.0,24,1,411.99,0
83,12448.0,17,1,310.37000000000006,0
84,12449.0,174,4,3447.690000000001,0
85,12450.0,8,2,197.88,0
86,12451.0,320,5,8094.569999999995,0
87,12452.0,20,1,348.57000000000005,0
88,12453.0,43,1,707.0899999999999,0
89,12454.0,12,1,2734.7400000000002,0
90,12455.0,73,5,1956.9600000000003,0
91,12456.0,113,3,2437.08,0
92,12457.0,55,4,1585.5799999999997,0
93,12458.0,33,2,731.9,0
94,12461.0,34,1,626.8800000000001,0
95,12462.0,58,2,907.3900000000001,0
96,12463.0,72,4,1138.0499999999997,0
97,12464.0,22,8,957.0499999999998,0
98,12465.0,44,2,665.5899999999999,0
99,12468.0,33,2,609.8399999999999,0
100,12471.0,439,27,17424.049999999952,0
101,12472.0,319,7,5892.3700000000035,0
102,12473.0,144,3,2344.3999999999996,0
103,12474.0,392,18,6548.630000000001,0
104,12475.0,35,1,669.38,0
105,12476.0,212,11,5645.480000000004,0
106,12477.0,271,6,11165.47,0
107,12478.0,35,1,545.99,0
108,12479.0,28,1,443.2,0
109,12480.0,133,4,2647.4100000000003,0
110,12481.0,204,10,4913.870000000003,0
111,12483.0,63,8,1830.9400000000005,0
112,12484.0,291,4,3439.509999999997,0
113,12488.0,51,3,1198.4600000000005,0
114,12489.0,13,1,289.03000000000003,0
115,12490.0,225,10,4584.730000000001,0
116,12491.0,25,1,424.4000000000001,0
117,12492.0,16,2,201.40999999999997,0
118,12493.0,20,2,379.74,0
119,12494.0,63,7,976.6600000000004,0
120,12497.0,12,1,921.6,0
121,12498.0,21,3,349.7,0
122,12500.0,47,11,3923.620000000001,0
123,12501.0,137,1,1834.059999999999,0
124,12502.0,125,5,2740.67,0
125,12504.0,8,2,428.04999999999995,0
126,12506.0,23,1,73.50000000000003,0
127,12507.0,20,3,1052.81,0
128,12508.0,65,2,378.65000000000003,0
129,12509.0,5,1,109.0,0
130,12510.0,29,2,779.17,0
131,12512.0,28,2,106.47000000000003,0
132,12513.0,33,1,547.7900000000001,0
133,12514.0,51,1,1017.6800000000002,0
134,12515.0,13,1,243.0,0
135,12516.0,18,2,835.98,0
136,12517.0,264,4,2199.67,0
137,12518.0,115,5,1780.5899999999997,0
138,12519.0,17,1,286.84,0
139,12520.0,131,5,2177.15,0
140,12521.0,37,1,545.6800000000001,0
141,12522.0,10,2,156.72000000000003,0
142,12523.0,100,11,1677.9700000000007,0
143,12524.0,132,8,3756.72,0
144,12526.0,67,3,1162.4600000000003,0
145,12527.0,12,3,189.59,0
146,12528.0,65,6,1325.3600000000001,0
147,12530.0,52,4,1112.53,0
148,12531.0,17,1,125.22,0
149,12532.0,15,1,313.83,0
150,12534.0,54,1,869.97,0
151,12535.0,29,2,600.7500000000001,0
152,12536.0,246,1,4078.5400000000004,0
153,12538.0,21,1,363.95,0
154,12539.0,250,4,5235.649999999998,0
155,12540.0,439,17,11170.439999999995,0
156,12541.0,49,3,841.1800000000002,0
157,12544.0,16,1,286.7,0
158,12545.0,42,2,742.3899999999999,0
159,12546.0,67,2,1021.5000000000002,0
160,12547.0,6,2,151.8,0
161,12548.0,4,1,67.19999999999999,0
162,12550.0,48,1,705.3399999999996,0
163,12551.0,8,1,129.0,0
164,12552.0,16,1,279.56999999999994,0
165,12553.0,156,9,2756.309999999999,0
166,12556.0,109,2,545.0699999999996,0
167,12557.0,22,4,2633.84,0
168,12558.0,9,1,228.75999999999996,0
169,12559.0,20,2,525.7099999999999,0
170,12560.0,98,2,1787.31,0
171,12561.0,15,1,224.00000000000003,0
172,12562.0,156,7,3298.2400000000016,0
173,12564.0,18,1,367.3500000000001,0
174,12565.0,9,1,145.92,0
175,12566.0,16,1,276.65,0
176,12567.0,417,10,8071.03,0
177,12569.0,143,32,2851.74,0
178,12571.0,33,2,511.8099999999999,0
179,12572.0,54,2,880.0800000000002,0
180,12573.0,24,1,129.14000000000001,0
181,12574.0,10,1,182.45000000000002,0
182,12576.0,82,5,1242.97,0
183,12577.0,134,3,619.2400000000002,0
184,12578.0,109,2,2355.310000000001,0
185,12579.0,26,1,365.41999999999996,0
186,12580.0,23,1,379.7,0
187,12581.0,13,1,169.20999999999998,0
188,12582.0,19,2,321.3599999999999,0
189,12583.0,232,15,6705.379999999994,0
190,12584.0,90,9,2125.4500000000003,0
191,12585.0,84,2,1813.599999999999,0
192,12586.0,10,1,179.24,0
193,12587.0,3,1,104.0,0
194,12588.0,9,1,174.9,0
195,12589.0,31,2,549.0799999999999,0
196,12590.0,62,1,7975.060000000001,0
197,12591.0,25,1,368.84999999999985,0
198,12592.0,16,2,401.59999999999997,0
199,12593.0,19,3,342.59999999999997,0
200,12594.0,112,9,3100.579999999998,0
201,12596.0,23,2,404.17,0
202,12597.0,191,4,3066.3100000000013,0
203,12598.0,125,7,2763.4799999999977,0
204,12599.0,55,7,888.5800000000004,0
205,12600.0,36,9,1129.08,0
206,12601.0,22,5,451.65999999999997,0
207,12602.0,12,1,153.12000000000003,0
208,12603.0,1,1,613.1999999999999,0
209,12604.0,13,2,204.97999999999996,0
210,12607.0,96,1,1508.81,0
211,12609.0,52,3,898.9100000000002,0
212,12610.0,97,4,1656.1900000000007,0
213,12611.0,61,1,1133.1000000000004,0
214,12612.0,4,1,68.03999999999999,0
215,12613.0,143,4,2992.5799999999977,0
216,12614.0,16,1,249.6,0
217,12615.0,95,4,1980.1900000000007,0
218,12616.0,30,2,641.3000000000001,0
219,12617.0,42,1,355.5300000000002,0
220,12618.0,10,1,137.31,0
221,12619.0,79,8,2724.1600000000003,0
222,12620.0,79,3,1169.15,0
223,12621.0,429,20,12054.410000000005,0
224,12622.0,9,1,147.09999999999997,0
225,12623.0,16,1,249.60000000000002,0
226,12624.0,32,2,511.03000000000003,0
227,12625.0,83,2,2348.4199999999996,0
228,12626.0,276,9,5736.059999999997,0
229,12627.0,211,6,3837.770000000003,0
230,12628.0,36,3,699.76,0
231,12630.0,57,2,940.1800000000003,0
232,12631.0,28,1,428.20000000000016,0
233,12633.0,94,4,1880.3199999999997,0
234,12635.0,94,2,1439.22,0
235,12637.0,375,8,5755.44,0
236,12638.0,34,1,479.05000000000007,0
237,12639.0,18,1,318.59999999999997,0
238,12640.0,50,3,994.5799999999999,0
239,12641.0,9,1,145.9,0
240,12642.0,42,3,875.26,0
241,12643.0,16,5,2576.640000000001,0
242,12644.0,31,1,477.9100000000001,0
243,12645.0,69,4,1631.1800000000007,0
244,12646.0,41,2,1214.1699999999998,0
245,12647.0,93,12,2703.3099999999995,0
246,12648.0,16,1,234.14999999999998,0
247,12649.0,28,3,546.11,0
248,12650.0,19,1,242.44,0
249,12651.0,7,1,85.95,0
250,12652.0,46,1,778.9799999999998,0
251,12653.0,43,2,2209.8500000000004,0
252,12654.0,34,5,529.98,0
253,12656.0,113,5,3482.0500000000015,0
254,12657.0,44,4,1427.1799999999998,0
255,12658.0,26,1,460.75,0
256,12659.0,4,1,73.68,0
257,12660.0,11,1,211.8,0
258,12662.0,210,11,3379.3799999999974,0
259,12664.0,6,2,85.5,0
260,12665.0,2,1,45.0,0
261,12667.0,30,1,432.22999999999996,0
262,12668.0,147,4,3033.350000000001,0
263,12669.0,93,2,1366.53,0
264,12670.0,84,5,2636.9499999999994,0
265,12672.0,9,1,206.4,0
266,12673.0,34,2,505.62000000000006,0
267,12674.0,77,4,1778.2000000000005,0
268,12676.0,36,6,842.69,0
269,12678.0,152,9,15382.76,0
270,12679.0,40,4,868.0200000000002,0
271,12680.0,49,4,790.81,0
272,12681.0,601,22,12122.279999999999,0
273,12682.0,464,31,10015.42,0
274,12683.0,318,13,7286.769999999997,0
275,12684.0,98,6,2073.6299999999997,0
276,12685.0,143,6,2407.3699999999994,0
277,12686.0,6,1,71.14,0
278,12688.0,152,1,4501.390000000003,0
279,12689.0,67,2,1098.4099999999999,0
280,12690.0,15,1,335.00999999999993,0
281,12691.0,27,5,927.8,0
282,12693.0,31,4,656.29,0
283,12694.0,35,2,761.6699999999998,0
284,12695.0,25,4,547.1500000000001,0
285,12697.0,38,3,757.5900000000001,0
286,12700.0,250,4,4315.830000000004,0
287,12701.0,50,2,721.03,0
288,12702.0,10,1,183.3,0
289,12703.0,20,1,265.54999999999995,0
290,12704.0,63,8,1487.0900000000001,0
291,12705.0,303,8,5980.710000000004,0
292,12707.0,33,1,603.42,0
293,12708.0,136,9,2294.410000000001,0
294,12709.0,194,15,8726.719999999992,0
295,12710.0,71,3,973.7200000000006,0
296,12712.0,95,13,2787.0499999999993,0
297,12713.0,34,1,694.95,0
298,12714.0,242,5,4124.529999999995,0
299,12715.0,19,1,253.06,0
300,12716.0,64,2,933.1899999999996,0
301,12717.0,52,2,815.38,0
302,12718.0,16,1,169.4,0
303,12719.0,33,2,511.34999999999997,0
304,12720.0,332,25,4921.310000000002,0
305,12721.0,137,6,2128.4400000000005,0
306,12722.0,48,4,860.3499999999999,0
307,12723.0,67,5,697.5899999999998,0
308,12724.0,47,4,886.0099999999999,0
309,12725.0,12,1,175.95,0
310,12726.0,117,7,2411.1000000000004,0
311,12727.0,119,7,2960.150000000001,0
312,12728.0,38,4,650.6299999999999,0
313,12729.0,25,1,417.0100000000001,0
314,12731.0,266,12,16767.71,0
315,12732.0,11,1,218.2600000000001,0
316,12733.0,21,1,362.15000000000003,0
317,12734.0,2,1,93.6,0
318,12735.0,40,2,676.9699999999998,0
319,12736.0,3,1,144.0,0
320,12738.0,10,1,137.35,0
321,12739.0,37,1,975.5400000000001,0
322,12740.0,27,1,427.5999999999999,0
323,12743.0,115,2,500.83999999999986,0
324,12744.0,199,4,8717.570000000002,0
325,12747.0,84,11,3569.4100000000008,0
326,12748.0,4139,199,29279.340000000404,0
327,12749.0,192,5,3962.180000000001,0
328,12750.0,13,1,224.70000000000002,0
329,12752.0,48,1,3107.779999999999,0
330,12753.0,183,6,20080.889999999992,0
331,12754.0,63,3,3010.74,0
332,12755.0,4,2,3811.9499999999994,0
333,12756.0,4,1,112.08000000000001,0
334,12757.0,350,9,4003.950000000004,0
335,12758.0,91,2,2588.3900000000012,0
336,12759.0,83,3,1243.4400000000003,0
337,12762.0,67,2,1702.5200000000004,0
338,12763.0,17,2,483.88,0
339,12764.0,43,1,1663.5800000000004,0
340,12766.0,296,7,6276.29,0
341,12769.0,28,1,1069.65,0
342,12770.0,11,1,1268.9499999999998,0
343,12772.0,50,1,673.97,0
344,12775.0,51,5,1061.64,0
345,12778.0,40,6,642.2599999999998,0
346,12779.0,143,8,3902.3600000000033,0
347,12781.0,21,2,664.58,0
348,12782.0,87,5,1662.7700000000004,0
349,12783.0,72,4,1194.59,0
350,12784.0,57,1,517.17,0
351,12785.0,12,1,236.45,0
352,12787.0,16,3,401.65999999999997,0
353,12789.0,2,1,59.900000000000006,0
354,12790.0,20,1,294.9200000000001,0
355,12791.0,1,1,177.60000000000002,0
356,12792.0,24,1,344.54,0
357,12793.0,22,2,461.48,0
358,12794.0,35,2,706.1999999999999,0
359,12795.0,12,1,303.4800000000001,0
360,12797.0,10,1,154.63000000000002,0
361,12798.0,8,3,6977.039999999999,0
362,12802.0,21,1,341.84,0
363,12808.0,27,3,455.65000000000015,0
364,12809.0,23,1,396.81,0
365,12811.0,25,2,409.3499999999999,0
366,12812.0,15,1,229.63999999999993,0
367,12814.0,1,1,85.92,0
368,12815.0,36,2,639.3599999999999,0
369,12816.0,25,2,394.4,0
370,12817.0,3,1,126.03999999999999,0
371,12818.0,13,1,1182.08,0
372,12820.0,58,4,924.6400000000001,0
373,12821.0,6,1,92.72,0
374,12822.0,46,2,948.8799999999999,0
375,12823.0,5,5,1759.5,0
376,12824.0,24,1,386.91999999999996,0
377,12826.0,88,7,1404.2199999999993,0
378,12827.0,21,3,375.04999999999995,0
379,12828.0,47,6,914.1600000000003,0
380,12829.0,11,2,293.0,0
381,12830.0,38,6,6814.640000000001,0
382,12831.0,7,1,150.25,0
383,12832.0,21,2,300.83000000000004,0
384,12833.0,22,1,390.95,0
385,12834.0,18,1,312.38,0
386,12836.0,158,4,2330.169999999999,0
387,12837.0,12,1,134.1,0
388,12838.0,115,2,636.9599999999995,0
389,12839.0,291,14,5127.220000000003,0
390,12840.0,107,4,2625.069999999999,0
391,12841.0,394,25,3792.959999999997,0
392,12842.0,32,2,1021.04,0
393,12843.0,84,8,1336.4800000000002,0
394,12844.0,46,2,293.11999999999995,0
395,12845.0,25,3,139.33999999999997,0
396,12847.0,76,1,773.26,0
397,12849.0,44,2,934.79,0
398,12851.0,48,1,124.80999999999997,0
399,12852.0,17,1,311.54999999999995,0
400,12853.0,77,6,1936.3,0
401,12854.0,94,3,1123.5300000000004,0
402,12855.0,3,1,38.1,0
403,12856.0,301,6,2085.4300000000007,0
404,12857.0,46,2,1106.4000000000003,0
405,12863.0,5,1,521.2,0
406,12864.0,3,1,147.12,0
407,12865.0,90,2,1490.0299999999995,0
408,12866.0,23,1,467.92,0
409,12867.0,502,7,3826.8899999999976,0
410,12868.0,98,6,1497.8200000000006,0
411,12871.0,9,2,135.83999999999997,0
412,12872.0,62,2,511.8699999999997,0
413,12873.0,4,1,374.0,0
414,12875.0,2,2,343.2300000000001,0
415,12876.0,73,2,1867.4599999999987,0
416,12877.0,135,12,1213.2700000000002,0
417,12878.0,42,2,786.7900000000001,0
418,12879.0,10,3,573.22,0
419,12881.0,7,1,298.0,0
420,12882.0,12,2,1392.2399999999996,0
421,12883.0,41,4,686.4700000000001,0
422,12884.0,6,1,288.25000000000006,0
423,12885.0,71,3,1175.2199999999996,0
424,12886.0,81,2,1360.7000000000003,0
425,12888.0,4,2,247.62,0
426,12890.0,80,1,373.31999999999994,0
427,12891.0,3,3,331.0,0
428,12893.0,32,1,179.85,0
429,12895.0,20,2,338.79999999999995,0
430,12897.0,4,2,216.5,0
431,12901.0,116,28,17654.539999999997,0
432,12902.0,10,1,138.68,0
433,12904.0,67,2,485.1499999999998,0
434,12906.0,63,5,2919.809999999999,0
435,12908.0,2,2,750.0,0
436,12909.0,79,5,1884.45,0
437,12910.0,74,8,3066.5400000000013,0
438,12912.0,24,5,1662.3,0
439,12913.0,45,5,2357.8799999999997,0
440,12915.0,16,2,280.2,0
441,12916.0,96,4,2530.2499999999995,0
442,12919.0,49,6,1320.1899999999998,0
443,12920.0,27,1,161.28000000000003,0
444,12921.0,654,36,14787.740000000002,0
445,12922.0,25,1,352.87999999999994,0
446,12923.0,26,1,159.77,0
447,12924.0,29,4,925.7500000000003,0
448,12925.0,44,2,673.2499999999998,0
449,12928.0,75,5,1872.4999999999995,0
450,12929.0,8,1,117.85000000000001,0
451,12930.0,21,2,364.32,0
452,12931.0,82,15,42055.95999999999,1
453,12933.0,95,3,551.7499999999999,0
454,12935.0,121,7,2035.9999999999998,0
455,12936.0,61,4,1061.8000000000006,0
456,12937.0,106,4,1200.5900000000004,0
457,12938.0,8,1,96.43999999999998,0
458,12939.0,34,8,8410.119999999999,0
459,12940.0,90,2,859.74,0
460,12942.0,71,3,674.23,0
461,12944.0,30,2,604.51,0
462,12945.0,19,1,386.35,0
463,12947.0,93,6,1537.3900000000006,0
464,12948.0,112,7,2005.73,0
465,12949.0,207,8,3951.3200000000006,0
466,12950.0,19,3,1560.8,0
467,12951.0,59,6,1010.1700000000003,0
468,12952.0,76,4,1327.6900000000005,0
469,12953.0,13,1,246.15,0
470,12955.0,178,11,4697.159999999999,0
471,12956.0,15,1,94.67,0
472,12957.0,225,8,3826.590000000003,0
473,12962.0,15,2,251.39000000000001,0
474,12963.0,90,8,1778.4799999999998,0
475,12965.0,105,1,744.6299999999997,0
476,12966.0,9,1,141.58,0
477,12967.0,15,1,1368.4,0
478,12968.0,4,1,101.14999999999999,0
479,12970.0,145,4,400.0199999999999,0
480,12971.0,274,85,10214.399999999998,0
481,12974.0,6,1,91.25,0
482,12976.0,20,1,712.5000000000001,0
483,12977.0,6,1,36.9,0
484,12980.0,6,4,1045.0800000000002,0
485,12981.0,20,2,372.21999999999997,0
486,12982.0,22,1,320.27000000000004,0
487,12984.0,4,1,97.5,0
488,12985.0,71,2,1160.6000000000001,0
489,12987.0,28,2,558.7,0
490,12988.0,64,1,307.46999999999997,0
491,12989.0,64,15,6924.109999999996,0
492,12990.0,5,3,123.5,0
493,12991.0,31,2,503.76,0
494,12993.0,24,4,361.80999999999995,0
495,12994.0,52,3,878.7400000000001,0
496,12995.0,3,1,211.32,0
497,12997.0,54,4,1085.17,0
498,12999.0,28,3,455.8799999999999,0
499,13000.0,29,3,481.75000000000006,0
500,13001.0,291,13,8918.180000000006,0
501,13002.0,7,1,120.94999999999999,0
502,13003.0,5,3,131.2,0
503,13004.0,360,18,4974.990000000002,0
504,13005.0,25,2,495.85,0
505,13006.0,4,1,81.57,0
506,13008.0,14,1,229.47000000000003,0
507,13011.0,1,1,15.0,0
508,13012.0,88,8,1644.140000000001,0
509,13013.0,206,13,4584.720000000001,0
510,13014.0,102,10,3264.7299999999996,0
511,13015.0,171,5,3265.730000000002,0
512,13016.0,45,3,759.8899999999996,0
513,13017.0,1,1,204.0,0
514,13018.0,441,28,7088.7999999999965,0
515,13021.0,125,9,2441.2000000000003,0
516,13023.0,38,2,599.9000000000001,0
517,13026.0,32,5,821.3999999999999,0
518,13027.0,26,6,6912.0,0
519,13028.0,31,2,439.41999999999996,0
520,13029.0,9,3,1231.0,0
521,13030.0,94,2,752.9300000000003,0
522,13032.0,71,2,1010.1799999999997,0
523,13033.0,9,1,151.54999999999998,0
524,13034.0,37,2,642.77,0
525,13035.0,27,2,921.8800000000002,0
526,13037.0,46,3,846.57,0
527,13038.0,28,3,908.46,0
528,13040.0,42,2,661.9900000000001,0
529,13043.0,13,1,516.4200000000001,0
530,13044.0,33,1,560.4700000000001,0
531,13045.0,17,1,263.68,0
532,13046.0,32,2,594.31,0
533,13047.0,166,9,3125.790000000001,0
534,13048.0,124,4,1665.7899999999995,0
535,13049.0,14,2,656.6800000000002,0
536,13050.0,367,17,5431.8099999999995,0
537,13052.0,16,1,278.6,0
538,13055.0,75,3,1206.6100000000001,0
539,13058.0,4,3,173.29999999999998,0
540,13059.0,8,1,183.4,0
541,13060.0,12,1,233.99999999999997,0
542,13061.0,10,1,248.61,0
543,13062.0,11,1,346.98,0
544,13064.0,56,4,843.7299999999998,0
545,13065.0,13,1,188.16,0
546,13066.0,45,2,443.81000000000006,0
547,13067.0,12,1,87.52,0
548,13069.0,379,23,4049.7099999999978,0
549,13070.0,6,1,145.60000000000002,0
550,13072.0,7,1,177.14999999999998,0
551,13075.0,22,1,919.61,0
552,13077.0,86,4,481.2899999999998,0
553,13078.0,338,26,11556.039999999994,0
554,13079.0,6,5,220.09999999999997,0
555,13080.0,4,1,40.92,0
556,13081.0,943,11,25738.580000000045,0
557,13082.0,72,9,3316.6300000000006,0
558,13083.0,18,2,303.75,0
559,13085.0,22,2,416.08000000000004,0
560,13089.0,1699,93,54149.93000000012,1
561,13090.0,150,13,8843.560000000001,0
562,13091.0,21,1,345.82,0
563,13092.0,23,5,448.07,0
564,13093.0,149,8,7084.119999999998,0
565,13094.0,22,12,1821.1200000000001,0
566,13095.0,6,1,74.4,0
567,13097.0,392,10,5373.029999999994,0
568,13098.0,557,28,27704.240000000016,0
569,13099.0,1,1,207.35999999999999,0
570,13101.0,8,1,101.18999999999998,0
571,13102.0,299,24,6229.39,0
572,13103.0,7,1,228.94,0
573,13104.0,20,6,1098.48,0
574,13106.0,1,1,76.5,0
575,13107.0,58,4,1531.6200000000003,0
576,13108.0,10,1,350.05999999999995,0
577,13109.0,44,2,743.98,0
578,13110.0,129,7,1309.7500000000007,0
579,13113.0,188,24,11637.860000000004,0
580,13115.0,106,4,2040.8800000000003,0
581,13116.0,29,1,483.44000000000005,0
582,13117.0,59,8,802.6299999999999,0
583,13118.0,68,5,1124.7699999999993,0
584,13120.0,1,1,30.599999999999998,0
585,13121.0,47,1,270.3799999999999,0
586,13122.0,49,2,821.0100000000001,0
587,13124.0,213,3,3614.309999999997,0
588,13126.0,116,8,1684.7000000000003,0
589,13127.0,13,1,226.46999999999997,0
590,13130.0,2,1,64.0,0
591,13131.0,43,3,1056.6999999999998,0
592,13132.0,3,1,77.3,0
593,13133.0,6,2,90.0,0
594,13134.0,82,4,1507.08,0
595,13135.0,1,1,3096.0,0
596,13136.0,119,5,2394.81,0
597,13137.0,662,8,3448.5099999999998,0
598,13138.0,63,6,962.3900000000001,0
599,13139.0,164,7,4667.740000000003,0
600,13140.0,41,3,384.21999999999997,0
601,13141.0,125,5,2055.1500000000005,0
602,13142.0,19,1,250.39,0
603,13144.0,3,1,110.94999999999999,0
604,13145.0,6,4,618.52,0
605,13146.0,14,1,154.31,0
606,13147.0,4,4,712.8000000000001,0
607,13148.0,290,12,3361.57,0
608,13149.0,77,4,1572.4999999999995,0
609,13151.0,71,1,1198.0200000000004,0
610,13153.0,12,1,196.61999999999998,0
611,13155.0,77,4,898.4599999999999,0
612,13157.0,87,4,1741.2199999999991,0
613,13158.0,75,4,1124.2000000000003,0
614,13159.0,108,4,1304.3100000000004,0
615,13160.0,4,1,91.8,0
616,13161.0,6,1,71.44999999999999,0
617,13162.0,61,4,1284.02,0
618,13165.0,30,2,711.28,0
619,13166.0,41,1,417.19999999999993,0
620,13167.0,56,4,678.88,0
621,13168.0,107,4,991.2800000000001,0
622,13169.0,13,2,712.88,0
623,13170.0,25,1,94.92000000000002,0
624,13171.0,44,3,463.4099999999999,0
625,13173.0,31,2,241.22000000000003,0
626,13174.0,280,3,2549.56,0
627,13176.0,59,1,387.64,0
628,13177.0,17,1,282.45,0
629,13178.0,245,11,5377.670000000002,0
630,13182.0,10,1,110.67999999999999,0
631,13183.0,89,9,3932.5700000000015,0
632,13184.0,141,10,1394.850000000001,0
633,13185.0,1,1,71.4,0
634,13186.0,76,3,1534.8900000000003,0
635,13187.0,32,1,221.79999999999995,0
636,13188.0,2,1,114.60000000000001,0
637,13189.0,24,2,210.15999999999997,0
638,13192.0,60,2,868.7400000000001,0
639,13193.0,28,1,114.98000000000002,0
640,13194.0,3,1,60.7,0
641,13196.0,106,4,1717.33,0
642,13198.0,206,6,3027.8599999999983,0
643,13199.0,118,37,9802.120000000003,0
644,13200.0,43,4,823.89,0
645,13203.0,51,4,771.95,0
646,13207.0,4,2,72.66,0
647,13208.0,122,5,994.7599999999999,0
648,13209.0,312,8,5684.589999999999,0
649,13210.0,21,1,338.47999999999996,0
650,13211.0,53,3,1137.47,0
651,13212.0,125,3,723.63,0
652,13213.0,85,5,1455.7800000000004,0
653,13216.0,5,1,333.74,0
654,13217.0,4,3,533.98,0
655,13218.0,3,1,27.84,0
656,13220.0,20,4,808.79,0
657,13221.0,47,2,654.0000000000001,0
658,13223.0,4,1,62.4,0
659,13224.0,97,2,2001.8799999999999,0
660,13225.0,24,6,4310.32,0
661,13226.0,10,1,72.16,0
662,13227.0,8,1,238.2,0
663,13229.0,10,1,160.95,0
664,13230.0,552,14,2607.55,0
665,13232.0,191,7,1247.8000000000013,0
666,13233.0,32,2,447.44,0
667,13235.0,54,1,972.6699999999998,0
668,13236.0,35,2,725.8900000000002,0
669,13238.0,23,4,536.9300000000001,0
670,13239.0,16,1,242.24,0
671,13240.0,57,4,602.2300000000001,0
672,13242.0,10,3,208.00000000000003,0
673,13243.0,50,1,485.9799999999999,0
674,13244.0,27,1,121.74000000000001,0
675,13245.0,16,1,430.5,0
676,13246.0,125,6,1785.8800000000006,0
677,13247.0,22,4,464.82,0
678,13248.0,22,2,389.65999999999997,0
679,13249.0,23,3,711.41,0
680,13253.0,31,2,933.7999999999997,0
681,13255.0,12,2,381.81,0
682,13256.0,1,1,0.0,0
683,13258.0,36,3,587.4800000000001,0
684,13259.0,82,1,261.77,0
685,13260.0,8,1,557.6200000000001,0
686,13261.0,9,2,944.1,0
687,13262.0,11,1,200.29000000000002,0
688,13263.0,1493,34,6664.5799999999645,0
689,13265.0,88,5,2025.1600000000005,0
690,13266.0,165,12,3089.840000000001,0
691,13267.0,202,19,4331.290000000002,0
692,13268.0,408,10,2928.0299999999997,0
693,13269.0,297,15,4985.549999999999,0
694,13270.0,1,1,590.0,0
695,13271.0,84,1,208.49999999999994,0
696,13272.0,13,2,243.86000000000004,0
697,13273.0,12,1,117.60999999999999,0
698,13276.0,30,2,590.93,0
699,13277.0,8,4,258.4,0
700,13278.0,44,1,527.8800000000001,0
701,13279.0,8,1,135.41000000000003,0
702,13280.0,81,3,756.21,0
